WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,GFA,BTTM_AREA,BLDG_STTS_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,OCRN_YR,SEASN_NM,QTR_NO,OCRN_YMD,OCRN_TM,OCRN_MM,OCRN_DAY,OCRN_HR,OCRN_MN,DCLR_DOW,FRSTN_NM,CNTR_NM,LFDAU_NM,DSPT_REQ_TM,FIRE_SUPESN_REQ_TM,GRNDS_CTPV_NM,GRNDS_SGG_NM,CTY_FRMVL_SE_NM,DAMG_RGN_LOT,DAMG_RGN_LAT,GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_LCLSF_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_JOIN_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,EMRG_CNTRL_YN,IGTN_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_FIRE_IGTN_BRNCH_NM,HR_UNIT_ARTMP,HR_UNIT_RN,HR_UNIT_WSPD,HR_UNIT_WNDRCT,HR_UNIT_HUM,HR_UNIT_SNWFL,HR_UNIT_VSDST,행정동
230130015953242,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,16.0,4.0,5039.31,261.75,사용중,0,0,0,3778,2023,겨울,1,20230130,2500,1,30,0,25,월요일,강남소방서,역삼119안전센터,,339,4,서울특별시,강남구,도시,127.0415726,37.50931509,2.9,1.8,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,식품,기타(식품),주방기기,전자레인지,,,주거,공동주택,다세대주택,14.0,38.0,N,N,N,N,,,,,-1.6,,2.0,290.0,60.0,,2000.0,역삼1동
230130142054756,기타(쓰레기 화재등),,,,,,,,,,0,0,0,42,2023,겨울,1,20230130,131000,1,30,13,10,월요일,강남소방서,역삼119안전센터,,514,505,서울특별시,강남구,도시,127.032673,37.50637088,3.9,2.2,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,기타(종이/목재/건초등),,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,2.6,,4.0,290.0,36.0,,2000.0,역삼1동
230206090252658,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,476.72,104.3,사용중,0,1,1,2199,2023,겨울,1,20230206,63600,2,6,6,36,월요일,강남소방서,역삼119안전센터,,601,900,서울특별시,강남구,도시,127.0260001,37.50349905,4.5,2.3,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,위험물등,기타 제4류 위험물,,,,,주거,기타주택,기타 주택,1.0,0.0,N,N,N,N,,,,,-1.5,,1.0,50.0,90.0,,497.0,역삼1동
230217175815527,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,517.31,125.95,사용중,0,0,0,50,2023,겨울,1,20230217,154100,2,17,15,41,금요일,강남소방서,역삼119안전센터,,309,2214,서울특별시,강남구,도시,127.0356435,37.49532531,3.7,0.7,0.0,작동기기,불꽃/ 스파크/ 정전기,미상,미상,전기/전자,전기/ 전자기기 내부배선,주방기기,김치냉장고,,,주거,공동주택,다세대주택,3.0,0.0,N,N,N,N,,,,,8.9,,2.0,230.0,44.0,,1279.0,역삼1동
230220162655776,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,11.0,2.0,2376.77,177.28,사용중,0,0,0,1633,2023,겨울,1,20230220,142900,2,20,14,29,월요일,강남소방서,역삼119안전센터,,305,1356,서울특별시,강남구,도시,127.034341,37.50036955,3.1,1.2,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,1.0,0.0,N,N,N,N,,,,,2.1,,5.0,270.0,29.0,,2000.0,역삼1동
230302005323690,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,974.68,178.33,사용중,0,0,0,174,2023,봄,1,20230302,1000,3,2,0,10,목요일,강남소방서,역삼119안전센터,,347,315,서울특별시,강남구,도시,127.0336123,37.49588579,3.7,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,1.0,1.0,N,N,N,N,,,,,2.9,,4.0,270.0,43.0,,2000.0,역삼1동
230302121747517,건축/구조물,양식(옥),철골철근콘크리트조,슬라브가,1.0,11.0,2.0,2376.77,177.28,사용중,0,0,0,22,2023,봄,1,20230302,103800,3,2,10,38,목요일,강남소방서,역삼119안전센터,,500,306,서울특별시,강남구,도시,127.0341516,37.50065042,3.3,2.3,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,목재/ 합판,,,,,판매/업무시설,일반업무,기타 일반업무시설,11.0,0.0,N,N,N,N,,,,,2.0,,3.0,20.0,30.0,,2000.0,역삼1동
230316113529672,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,19.0,8.0,50133.63,2093.48,사용중,0,0,0,194,2023,봄,1,20230316,101200,3,16,10,12,목요일,강남소방서,역삼119안전센터,,410,1031,서울특별시,강남구,도시,127.0293135,37.49773156,3.9,1.6,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,주상복합아파트,6.0,0.0,N,Y,N,N,,,,,5.3,,3.0,270.0,28.0,,2000.0,역삼1동
230316125557089,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,1304.83,165.33,사용중,0,0,0,123,2023,봄,1,20230316,114300,3,16,11,43,목요일,강남소방서,역삼119안전센터,,427,0,서울특별시,강남구,도시,127.0342832,37.50712699,3.6,1.8,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,1.0,1.0,N,Y,N,N,,,,,6.7,,3.0,290.0,22.0,,2000.0,역삼1동
230316182011848,기타(쓰레기 화재등),,,,,,,,,,0,0,0,39,2023,봄,1,20230316,171900,3,16,17,19,목요일,강남소방서,역삼119안전센터,,500,36,서울특별시,강남구,도시,127.0394063,37.50663137,3.1,1.4,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,8.0,,3.0,250.0,32.0,,2000.0,역삼1동
230317155922548,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,913.77,148.26,사용중,0,0,0,6292,2023,봄,1,20230317,123700,3,17,12,37,금요일,강남소방서,역삼119안전센터,,446,4701,서울특별시,강남구,도시,127.0346885,37.50200678,1.6,3.5,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,기타,기타,,,,,판매/업무시설,일반업무,기타 일반업무시설,-1.0,0.0,N,N,N,N,,,,,10.2,,2.0,90.0,26.0,,2000.0,역삼1동
230320192141621,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,2564.23,255.06,사용중,0,0,0,489,2023,봄,1,20230320,174100,3,20,17,41,월요일,강남소방서,역삼119안전센터,,208,718,서울특별시,강남구,도시,127.0377826,37.49643968,3.4,0.9,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,일반회사,1.0,1.0,N,Y,N,N,,,,,15.5,,4.0,250.0,31.0,,1562.0,역삼1동
230325075226530,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,371.76,175.8,사용중,0,0,0,15,2023,봄,1,20230325,63200,3,25,6,32,토요일,강남소방서,역삼119안전센터,,453,1317,서울특별시,강남구,도시,127.0386203,37.50598367,1.7,3.1,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,기타,기타,,,,,주거,단독주택,다가구주택,-1.0,0.0,N,N,N,N,,,,,8.3,,3.0,50.0,72.0,,2000.0,역삼1동
230326163947804,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,790.66,295.6,사용중,0,0,0,1100,2023,봄,1,20230326,145900,3,26,14,59,일요일,강남소방서,역삼119안전센터,,404,235,서울특별시,강남구,도시,127.0353628,37.49551136,1.7,9.7,0.0,담뱃불/ 라이터불,담뱃불,부주의,기타(부주의),쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,1.0,0.0,N,Y,N,N,,,,,13.5,,5.0,290.0,16.0,,2000.0,역삼1동
230402144602057,기타(쓰레기 화재등),,,,,,,,,,0,0,0,17,2023,봄,2,20230402,133800,4,2,13,38,일요일,강남소방서,역삼119안전센터,,345,414,서울특별시,강남구,도시,127.0354549,37.4981101,3.5,1.8,0.0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,23.7,,4.0,70.0,17.0,,2000.0,역삼1동
230403014510406,기타(쓰레기 화재등),,,,,,,,,,0,0,0,118,2023,봄,2,20230403,5200,4,3,0,52,월요일,강남소방서,역삼119안전센터,,244,641,서울특별시,강남구,도시,127.0396485,37.49443065,3.4,0.7,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,16.8,,2.0,110.0,33.0,,2000.0,역삼1동
230404132339997,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,2.0,2701.32,347.76,사용중,0,0,0,728,2023,봄,2,20230404,121000,4,4,12,10,화요일,강남소방서,역삼119안전센터,,415,613,서울특별시,강남구,도시,127.0463791,37.50520958,2.0,1.4,0.0,담뱃불/ 라이터불,담뱃불,부주의,기타(부주의),쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,6.0,1.0,N,Y,N,N,,,,,21.1,,2.0,110.0,19.0,,2000.0,역삼1동
230419054321164,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,10.0,3.0,3722.58,276.97,사용중,0,0,0,141,2023,봄,2,20230419,43500,4,19,4,35,수요일,강남소방서,역삼119안전센터,,358,509,서울특별시,강남구,도시,127.0314208,37.49775246,4.2,2.6,0.0,기타,기타,자연적인 요인,기타(자연적인요인),쓰레기류,기타 쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,1.0,0.0,N,Y,N,N,,,,,13.0,,2.0,50.0,90.0,,690.0,역삼1동
230420195513034,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,3.0,4338.46,458.46,사용중,0,0,0,198,2023,봄,2,20230420,182400,4,20,18,24,목요일,강남소방서,역삼119안전센터,,720,916,서울특별시,강남구,도시,127.0285719,37.49932148,4.1,2.5,0.0,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,가연물 근접방치,기타,기타,,,,,생활서비스,음식점,중식,1.0,0.0,N,Y,N,N,,,,,16.0,,2.0,270.0,90.0,,2000.0,역삼1동
230426103756748,건축/구조물,양식(옥),벽돌조,슬라브가,1.0,3.0,1.0,1017.45,252.76,사용중,0,0,0,48,2023,봄,2,20230426,84200,4,26,8,42,수요일,강남소방서,역삼119안전센터,,442,224,서울특별시,강남구,도시,127.0400909,37.50493581,2.8,2.0,0.0,작동기기,불꽃/ 스파크/ 정전기,부주의,기타(부주의),침구/직물류,의류,,,,,주거,공동주택,연립주택,2.0,0.0,N,N,N,N,,,,,10.4,,5.0,250.0,77.0,,1501.0,역삼1동
230510193206550,기타(쓰레기 화재등),,,,,,,,,,0,0,0,55,2023,봄,2,20230510,152800,5,10,15,28,수요일,강남소방서,역삼119안전센터,,336,5400,서울특별시,강남구,도시,127.03619,37.49381911,4.5,0.7,0.0,작동기기,전기적 아크(단락),미상,미상,전기/전자,전기/ 전자기기 절연유,생활기기,전기자전거,,,기타,도로,기타도로,,,N,N,N,N,,,,,25.1,,3.0,290.0,30.0,,2000.0,역삼1동
230515164025899,자동차/철도차량,,,,,,,,,,0,0,0,1650,2023,봄,2,20230515,140600,5,15,14,6,월요일,강남소방서,역삼119안전센터,,535,55,서울특별시,강남구,도시,127.0280976,37.5005075,11.0,3.0,0.0,미상,미상,미상,미상,미상,미상,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,주차장,엔진룸,,,27.6,,2.0,180.0,34.0,,2000.0,역삼1동
230522142630302,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,12.0,2.0,1999.87,198.42,사용중,0,0,0,197,2023,봄,2,20230522,124900,5,22,12,49,월요일,강남소방서,역삼119안전센터,,655,537,서울특별시,강남구,도시,127.0391242,37.50225015,2.8,1.8,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,식품,기타(식품),,,,,판매/업무시설,일반업무,오피스텔,4.0,2.0,N,N,N,N,,,,,23.5,,2.0,110.0,46.0,,1794.0,역삼1동
230526002637108,기타(쓰레기 화재등),,,,,,,,,,0,0,0,12,2023,봄,2,20230525,232400,5,25,23,24,목요일,강남소방서,역삼119안전센터,,619,549,서울특별시,강남구,도시,127.0258859,37.50371567,2.4,1.9,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,19.6,,2.0,270.0,50.0,,2000.0,역삼1동
230603200646170,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,11.0,4.0,17502.54,1084.92,사용중,0,0,0,12,2023,여름,2,20230603,181600,6,3,18,16,토요일,강남소방서,역삼119안전센터,,350,402,서울특별시,강남구,도시,127.033436,37.49878547,3.3,1.0,0.0,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,기타,기타,,,,,판매/업무시설,일반업무,오피스텔,8.0,0.0,N,N,N,N,,,,,25.6,,4.0,250.0,41.0,,2000.0,역삼1동
230604153405487,기타(쓰레기 화재등),,,,,,,,,,0,0,0,140,2023,여름,2,20230604,144900,6,4,14,49,일요일,강남소방서,역삼119안전센터,,332,341,서울특별시,강남구,도시,127.0321909,37.50559227,3.9,1.3,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,26.0,,2.0,230.0,40.0,,2000.0,역삼1동
230614205752307,기타(쓰레기 화재등),,,,,,,,,,0,0,0,24,2023,여름,2,20230614,201000,6,14,20,10,수요일,강남소방서,역삼119안전센터,,455,55,서울특별시,강남구,도시,127.0276083,37.50295006,4.5,2.3,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,21.8,,2.0,290.0,78.0,,2000.0,역삼1동
230617185522084,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,17.0,5.0,12986.17,586.51,사용중,0,0,0,53,2023,여름,2,20230617,155200,6,17,15,52,토요일,강남소방서,역삼119안전센터,,414,59,서울특별시,강남구,도시,127.0326619,37.50667425,3.6,1.7,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,오피스텔,1.0,0.0,N,N,N,N,,,,,29.9,,3.0,290.0,42.0,,2000.0,역삼1동
230622061721838,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,0.0,592.31,166.16,철거중,0,0,0,2508,2023,여름,2,20230622,35900,6,22,3,59,목요일,강남소방서,역삼119안전센터,,352,810,서울특별시,강남구,도시,127.0316988,37.49498396,0.8,4.1,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,콘센트/ 스위치류,,,,,판매/업무시설,일반업무,일반빌딩,1.0,0.0,N,N,N,N,,,,,19.3,,1.0,340.0,88.0,,2000.0,역삼1동
230623155151925,기타(쓰레기 화재등),,,,,,,,,,0,0,0,445,2023,여름,2,20230623,134200,6,23,13,42,금요일,강남소방서,역삼119안전센터,,142,1330,서울특별시,강남구,도시,127.0271793,37.50205962,4.3,2.2,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,26.5,,2.0,90.0,67.0,,1692.0,역삼1동
230624023213380,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,1313.1,236.03,사용중,0,0,0,12,2023,여름,2,20230624,5200,6,24,0,52,토요일,강남소방서,역삼119안전센터,,357,917,서울특별시,강남구,도시,127.0309593,37.49501046,4.1,1.0,0.0,작동기기,기기 전도/복사열/기기발열,부주의,불씨/불꽃/화원방치,식품,기타(식품),,,,,생활서비스,음식점,횟집,2.0,0.0,N,N,Y,N,,,,,23.8,,1.0,360.0,79.0,,1838.0,역삼1동
230624090556754,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,1380.01,203.94,사용중,0,0,0,5017,2023,여름,2,20230624,84200,6,24,8,42,토요일,강남소방서,역삼119안전센터,,303,1042,서울특별시,강남구,도시,127.0387801,37.50283213,3.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,생활서비스,음식점,일반주점,-1.0,40.0,N,N,Y,N,,,,,24.4,,2.0,90.0,75.0,,2000.0,역삼1동
230626070854233,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,5.0,1.0,597.79,250.3,사용중,0,0,0,795,2023,여름,2,20230626,52200,6,26,5,22,월요일,강남소방서,역삼119안전센터,,514,547,서울특별시,강남구,도시,127.0463341,37.50631558,2.4,1.5,0.0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전기/ 전자기기 기판,,,,,판매/업무시설,일반업무,일반회사,-1.0,1.0,N,N,N,N,,,,,23.6,1.2,2.0,70.0,85.0,,813.0,역삼1동
230711200912901,자동차/철도차량,,,,,,,,,,0,0,0,1650,2023,여름,3,20230711,180200,7,11,18,2,화요일,강남소방서,역삼119안전센터,,459,1200,서울특별시,강남구,도시,127.0323201,37.4990337,4.2,2.5,0.0,미상,미상,미상,미상,자동차/철도차량/선박/항공기,부품,차량/ 선박부품,촉매장치,미상,미상,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,미상,,,21.8,7.1,1.0,110.0,99.0,,1628.0,역삼1동
230726203152512,자동차/철도차량,,,,,,,,,,0,0,0,51,2023,여름,3,20230726,185900,7,26,18,59,수요일,강남소방서,역삼119안전센터,,44,400,서울특별시,강남구,도시,127.0365485,37.50772309,2.7,1.7,0.0,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,자동차/철도차량,자동차,소형 승합차,,,N,N,N,N,일반도로,기타차량위치,,,29.8,,2.0,290.0,73.0,,2000.0,역삼1동
230801225407688,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,913.77,148.26,사용중,0,0,0,96,2023,여름,3,20230801,201500,8,1,20,15,화요일,강남소방서,역삼119안전센터,,454,228,서울특별시,강남구,도시,127.034735,37.50200348,3.2,1.2,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,,,,,판매/업무시설,일반업무,일반빌딩,1.0,0.0,N,N,N,N,,,,,31.4,,1.0,290.0,67.0,,2000.0,역삼1동
230807010244803,기타(쓰레기 화재등),,,,,,,,,,0,0,0,190,2023,여름,3,20230807,1800,8,7,0,18,월요일,강남소방서,역삼119안전센터,,553,0,서울특별시,강남구,도시,127.0277952,37.50019258,3.8,1.9,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,28.8,,2.0,70.0,75.0,,2000.0,역삼1동
230808072252853,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,17.0,6.0,20392.26,733.48,사용중,0,0,0,1127,2023,여름,3,20230808,50300,8,8,5,3,화요일,강남소방서,역삼119안전센터,,448,1556,서울특별시,강남구,도시,127.0472646,37.50438125,2.0,1.5,0.0,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,전기/전자,전선피복,,,,,판매/업무시설,일반업무,오피스텔,17.0,2.0,N,Y,N,N,,,,,26.7,,3.0,70.0,69.0,,2000.0,역삼1동
230817081559446,자동차/철도차량,,,,,,,,,,0,0,0,110,2023,여름,3,20230817,53700,8,17,5,37,목요일,강남소방서,역삼119안전센터,,424,458,서울특별시,강남구,도시,127.0289201,37.49917374,3.7,1.7,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,기타(부주의),자동차/철도차량/선박/항공기,좌석시트,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,앞좌석,,,24.7,,1.0,270.0,86.0,,2000.0,역삼1동
230824170429514,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,17.0,7.0,60566.75,4444.52,철거중,0,0,0,23320,2023,여름,3,20230824,124600,8,24,12,46,목요일,강남소방서,역삼119안전센터,,408,5157,서울특별시,강남구,도시,127.0277543,37.50482615,4.8,1.5,0.0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,합성수지,기타(합성수지),,,합성수지,플라스틱/ PVC/ 비닐/ 장판,판매/업무시설,숙박시설,호텔,15.0,65.0,N,Y,N,N,,,,,25.3,,3.0,50.0,82.0,,2000.0,역삼1동
230831175700136,기타(쓰레기 화재등),,,,,,,,,,0,0,0,105,2023,여름,3,20230831,161600,8,31,16,16,목요일,강남소방서,역삼119안전센터,,249,0,서울특별시,강남구,도시,127.044147,37.5048467,2.3,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,1.0,N,N,N,N,,,,,28.8,,2.0,270.0,51.0,,2000.0,역삼1동
230903224953255,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,1022.47,207.16,사용중,0,0,0,88,2023,가을,3,20230903,210800,9,3,21,8,일요일,강남소방서,역삼119안전센터,,459,404,서울특별시,강남구,도시,127.041846,37.50591379,2.5,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전기/ 전자기기 기판,,,,,주거,공동주택,다세대주택,1.0,1.0,N,N,N,N,,,,,26.4,,3.0,50.0,78.0,,2000.0,역삼1동
230908011928293,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,937.78,293.6,사용중,0,0,0,59,2023,가을,3,20230907,235000,9,7,23,50,목요일,강남소방서,역삼119안전센터,,300,0,서울특별시,강남구,도시,127.0346466,37.50069641,3.1,1.6,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,생활서비스,음식점,한식,1.0,1.0,N,N,N,N,,,,,24.7,,3.0,50.0,55.0,,2000.0,역삼1동
230908084801060,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,11.0,2.0,1988.51,198.2,사용중,0,0,0,19,2023,가을,3,20230908,74000,9,8,7,40,금요일,강남소방서,역삼119안전센터,,358,0,서울특별시,강남구,도시,127.0390235,37.50277132,2.7,1.7,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,기타,기타,,,,,판매/업무시설,일반업무,오피스텔,5.0,0.0,N,Y,N,N,,,,,19.8,,2.0,50.0,74.0,,2000.0,역삼1동
230910023142155,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,1244.91,230.28,사용중,0,0,0,831,2023,가을,3,20230910,3400,9,10,0,34,일요일,강남소방서,역삼119안전센터,,352,2730,서울특별시,강남구,도시,127.0367152,37.50300569,3.0,1.1,0.0,불꽃/ 불티,기타(불꽃/불티),부주의,불씨/불꽃/화원방치,식품,음식물,,,,,생활서비스,음식점,치킨/족발,1.0,1.0,N,Y,N,N,,,,,24.5,,1.0,290.0,69.0,,2000.0,역삼1동
230911174441433,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,2.0,9678.07,1341.94,사용중,0,0,0,58,2023,가을,3,20230911,151400,9,11,15,14,월요일,강남소방서,역삼119안전센터,,148,343,서울특별시,강남구,도시,127.0346627,37.50674057,3.6,1.5,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,의료/복지시설,의료시설,종합병원,1.0,1.0,N,N,N,N,,,,,29.2,,3.0,250.0,54.0,,2000.0,역삼1동
230913134210975,건축/구조물,양식(옥),벽돌조,슬라브가,1.0,2.0,1.0,269.88,89.96,사용중,0,0,0,13,2023,가을,3,20230913,111800,9,13,11,18,수요일,강남소방서,역삼119안전센터,,731,0,서울특별시,강남구,도시,127.0423617,37.50823549,2.6,1.7,0.0,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,전기/전자,전기/ 전자기기 내부배선,,,,,주거,공동주택,다세대주택,2.0,0.0,N,N,N,N,,,,,24.1,0.1,3.0,50.0,85.0,,912.0,역삼1동
230920125143915,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,9.0,3.0,6088.86,620.55,사용중,0,0,0,4115,2023,가을,3,20230920,103500,9,20,10,35,수요일,강남소방서,역삼119안전센터,,415,0,서울특별시,강남구,도시,127.0336379,37.49717593,2.1,3.8,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,쓰레기류,쓰레기,주방기기,전기레인지,,,주거,공동주택,다세대주택,2.0,10.0,N,N,N,N,,,,,21.7,1.7,3.0,50.0,91.0,,393.0,역삼1동
231003140447789,건축/구조물,양식(옥),철근콘크리트조,슬라브가,2.0,6.0,1.0,659.79,175.64,사용중,0,0,0,12,2023,가을,4,20231003,123800,10,3,12,38,화요일,강남소방서,역삼119안전센터,,134,0,서울특별시,강남구,도시,127.0394851,37.49352757,3.0,0.6,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,전기/전자,전선피복,,,,,주거,공동주택,기타 공동주택,2.0,0.0,N,Y,N,N,,,,,18.0,,2.0,50.0,66.0,,2000.0,역삼1동
231006170056726,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,585.53,166.17,사용중,0,0,0,121,2023,가을,4,20231006,153300,10,6,15,33,금요일,강남소방서,역삼119안전센터,,326,0,서울특별시,강남구,도시,127.0355886,37.49676279,3.8,0.8,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,3.0,2.0,N,Y,N,N,,,,,20.9,,2.0,320.0,34.0,,4922.0,역삼1동
